,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
1338,1338,1339,Dereck Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21.0,1997.0,5.9,112.0,152.0,73.7,1728.0,540.0,2.0,11.0,18.2,95.0,119.0,79.8,15.0,22.0,68.2,0,0.3,-0.3,4.0,7.0,10.0,2.0,19.0,Matches,2020,Dereck Kutesa2020,1,4,2,50.0,0.68,0.34,0.25,0.5,0.0,0,0,0.2,0.2,0.05,0.8,0.8,14,4,528,1,0,0,0,0,0,0.17,0.0,0.17,0.17,0.17,0.3,0.04,0.05,0.09,0.04,0.09,FR
1339,1339,1340,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19.0,2000.0,7.5,126.0,177.0,71.2,2006.0,397.0,3.0,12.0,25.0,108.0,142.0,76.1,15.0,23.0,65.2,2,1.2,0.8,7.0,5.0,5.0,2.0,12.0,Matches,2020,Ahmed Kutucu2020,3,15,5,33.3,1.99,0.66,0.2,0.6,0.0,0,0,1.5,1.5,0.1,1.5,1.5,25,3,679,3,2,0,0,2,0,0.4,0.27,0.66,0.4,0.66,1.2,0.2,0.16,0.36,0.2,0.36,DE
1340,1340,1341,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22.0,1997.0,10.9,476.0,620.0,76.8,8161.0,3287.0,4.0,17.0,23.5,408.0,480.0,85.0,64.0,123.0,52.0,1,0.4,0.6,7.0,26.0,10.0,4.0,64.0,Matches,2020,Enock Kwateng2020,0,4,2,50.0,0.37,0.18,0.0,0.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,14,13,983,0,1,0,0,4,0,0.0,0.09,0.09,0.0,0.09,0.4,0.02,0.03,0.05,0.02,0.05,FR
1341,1341,1342,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23.0,1996.0,2.1,27.0,31.0,87.1,324.0,6.0,2.0,3.0,66.7,24.0,27.0,88.9,1.0,1.0,100.0,0,0.2,-0.2,2.0,0.0,0.0,0.0,0.0,Matches,2020,Antonino La Gumina2020,0,4,2,50.0,1.94,0.97,0.0,0.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,5,2,186,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.14,0.08,0.22,0.14,0.22,IT
1342,1342,1343,Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28.0,1991.0,6.1,80.0,111.0,72.1,1142.0,192.0,3.0,9.0,33.3,69.0,91.0,75.8,8.0,11.0,72.7,0,0.2,-0.2,4.0,5.0,0.0,0.0,6.0,Matches,2020,Andrea La Mantia2020,2,20,8,40.0,3.25,1.3,0.1,0.25,0.0,0,0,3.5,3.5,0.18,-1.5,-1.5,12,6,553,2,0,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.2,0.57,0.03,0.6,0.57,0.6,IT
1343,1343,1344,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25.0,1994.0,24.9,436.0,657.0,66.4,6445.0,1478.0,16.0,54.0,29.6,376.0,516.0,72.9,44.0,87.0,50.6,5,2.6,2.4,25.0,27.0,19.0,3.0,55.0,Matches,2020,Gaëtan Laborde2020,6,63,21,33.3,2.53,0.84,0.1,0.29,0.0,0,0,8.1,8.1,0.13,-2.1,-2.1,28,27,2237,6,5,0,0,1,0,0.24,0.2,0.44,0.24,0.44,2.6,0.32,0.1,0.43,0.32,0.43,FR
1344,1344,1345,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28.0,1991.0,20.8,387.0,499.0,77.6,5867.0,1065.0,21.0,46.0,45.7,306.0,360.0,85.0,60.0,93.0,64.5,4,3.1,0.9,22.0,27.0,23.0,6.0,36.0,Matches,2020,Alexandre Lacazette2020,10,53,26,49.1,2.55,1.25,0.19,0.38,3.0,0,0,8.6,8.6,0.17,1.4,1.4,30,22,1874,10,4,0,0,8,0,0.48,0.19,0.67,0.48,0.67,3.1,0.41,0.15,0.56,0.41,0.56,ENG
1345,1345,1346,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18.0,2000.0,1.4,59.0,78.0,75.6,1056.0,294.0,0.0,2.0,0.0,52.0,59.0,88.1,7.0,17.0,41.2,0,0.1,-0.1,3.0,8.0,0.0,0.0,5.0,Matches,2020,Riccardo Ladinetti2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,1,127,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.08,IT
1346,1346,1347,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20.0,1999.0,27.0,551.0,884.0,62.3,17995.0,12597.0,0.0,4.0,0.0,267.0,269.0,99.3,284.0,611.0,46.5,0,0.1,-0.1,2.0,13.0,1.0,1.0,2.0,Matches,2020,Alban Lafont2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,27,27,2430,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,FR
1347,1347,1348,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29.0,1989.0,29.5,774.0,1026.0,75.4,20218.0,8928.0,9.0,15.0,60.0,403.0,465.0,86.7,362.0,546.0,66.3,2,0.9,1.1,7.0,71.0,7.0,1.0,68.0,Matches,2020,Víctor Laguardia2020,1,8,1,12.5,0.27,0.03,0.13,1.0,0.0,0,0,0.8,0.8,0.1,0.2,0.2,31,31,2654,1,2,0,0,9,1,0.03,0.07,0.1,0.03,0.1,0.9,0.03,0.03,0.06,0.03,0.06,ES
1348,1348,1349,Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17.0,2001.0,0.1,1.0,1.0,100.0,15.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Jack Lahne2020,1,1,1,100.0,10.0,10.0,1.0,1.0,0.0,0,0,0.4,0.4,0.45,0.6,0.6,1,0,9,1,0,0,0,0,0,10.0,0.0,10.0,10.0,10.0,0.0,4.47,0.0,4.47,4.47,4.47,FR
1349,1349,1350,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22.0,1997.0,23.5,1067.0,1295.0,82.4,18757.0,5597.0,32.0,74.0,43.2,852.0,956.0,89.1,183.0,265.0,69.1,6,2.7,3.3,14.0,104.0,22.0,2.0,134.0,Matches,2020,Konrad Laimer2020,2,10,6,60.0,0.43,0.26,0.2,0.33,0.0,0,0,0.9,0.9,0.09,1.1,1.1,29,26,2115,2,6,0,0,8,1,0.09,0.26,0.34,0.09,0.34,2.7,0.04,0.12,0.15,0.04,0.15,DE
1350,1350,1351,Stefan Lainer,at AUT,DF,M'gladbach,de Bundesliga,26.0,1992.0,30.1,1105.0,1564.0,70.7,21647.0,9830.0,9.0,72.0,12.5,834.0,1050.0,79.4,262.0,442.0,59.3,3,3.7,-0.7,41.0,85.0,47.0,27.0,217.0,Matches,2020,Stefan Lainer2020,1,16,5,31.3,0.53,0.17,0.06,0.2,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,31,31,2710,1,3,0,0,9,0,0.03,0.1,0.13,0.03,0.13,3.7,0.04,0.12,0.16,0.04,0.16,DE
1351,1351,1352,Diego Lainez,mx MEX,MFFW,Betis,es La Liga,19.0,2000.0,3.9,89.0,119.0,74.8,1176.0,308.0,4.0,11.0,36.4,77.0,96.0,80.2,8.0,12.0,66.7,0,0.0,0.0,2.0,1.0,5.0,2.0,12.0,Matches,2020,Diego Lainez2020,0,6,2,33.3,1.55,0.52,0.0,0.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,15,2,348,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,ES
1352,1352,1353,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27.0,1991.0,22.7,1011.0,1348.0,75.0,23512.0,8329.0,8.0,45.0,17.8,647.0,761.0,85.0,356.0,542.0,65.7,1,2.2,-1.2,30.0,92.0,34.0,13.0,195.0,Matches,2020,Kenny Lala2020,2,16,5,31.3,0.7,0.22,0.0,0.0,4.0,2,2,2.9,1.4,0.09,-0.9,-1.4,25,22,2043,2,1,2,2,1,0,0.09,0.04,0.13,0.0,0.04,2.2,0.13,0.1,0.23,0.06,0.16,FR
1353,1353,1354,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31.0,1988.0,4.2,229.0,270.0,84.8,3400.0,791.0,6.0,15.0,40.0,203.0,222.0,91.4,20.0,33.0,60.6,1,0.8,0.2,5.0,23.0,4.0,0.0,18.0,Matches,2020,Adam Lallana2020,1,5,1,20.0,1.18,0.24,0.2,1.0,0.0,0,0,1.0,1.0,0.21,0.0,0.0,15,3,382,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,0.8,0.25,0.18,0.42,0.25,0.42,ENG
1354,1354,1355,Érik Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27.0,1992.0,13.5,469.0,596.0,78.7,7262.0,1413.0,20.0,44.0,45.5,385.0,437.0,88.1,64.0,115.0,55.7,1,1.6,-0.6,17.0,27.0,19.0,1.0,51.0,Matches,2020,Érik Lamela2020,2,29,8,27.6,2.15,0.59,0.07,0.25,4.0,0,0,2.7,2.7,0.1,-0.7,-0.7,25,12,1215,2,1,0,0,3,0,0.15,0.07,0.22,0.15,0.22,1.6,0.2,0.12,0.32,0.2,0.32,ENG
1355,1355,1356,Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18.0,2000.0,0.4,12.0,14.0,85.7,235.0,80.0,0.0,1.0,0.0,9.0,10.0,90.0,3.0,3.0,100.0,0,0.1,-0.1,1.0,0.0,1.0,0.0,2.0,Matches,2020,Tariq Lamptey2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,32,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.34,0.34,0.0,0.34,ENG
1356,1356,1357,Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18.0,2000.0,6.5,173.0,235.0,73.6,2905.0,842.0,1.0,9.0,11.1,143.0,178.0,80.3,29.0,48.0,60.4,1,0.6,0.4,4.0,11.0,6.0,5.0,29.0,Matches,2020,Tariq Lamptey2020,0,2,0,0.0,0.31,0.0,0.0,,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,8,7,588,0,1,0,0,2,0,0.0,0.15,0.15,0.0,0.15,0.6,0.01,0.09,0.1,0.01,0.1,ENG
1357,1357,1358,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27.0,1992.0,10.3,304.0,389.0,78.1,6698.0,1947.0,2.0,5.0,40.0,196.0,224.0,87.5,106.0,160.0,66.3,0,0.1,-0.1,2.0,22.0,1.0,0.0,16.0,Matches,2020,Loïck Landre2020,1,5,2,40.0,0.48,0.19,0.2,0.5,0.0,0,0,0.9,0.9,0.18,0.1,0.1,11,10,929,1,0,0,0,2,0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.01,0.1,0.09,0.1,FR
1358,1358,1359,Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28.0,1991.0,6.0,266.0,328.0,81.1,4869.0,1720.0,1.0,8.0,12.5,220.0,251.0,87.6,45.0,69.0,65.2,0,0.6,-0.6,3.0,11.0,4.0,3.0,49.0,Matches,2020,Michael Lang2020,0,5,2,40.0,0.83,0.33,0.0,0.0,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,9,6,544,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.05,0.11,0.15,0.05,0.15,DE
1359,1359,1360,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31.0,1988.0,3.5,167.0,190.0,87.9,3608.0,951.0,2.0,6.0,33.3,108.0,120.0,90.0,57.0,64.0,89.1,0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,Matches,2020,Sebastian Langkamp2020,0,4,1,25.0,1.15,0.29,0.0,0.0,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4,5,3,314,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,DE
1360,1360,1361,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28.0,1990.0,2.2,60.0,81.0,74.1,1315.0,254.0,1.0,3.0,33.3,37.0,49.0,75.5,22.0,29.0,75.9,0,0.1,-0.1,2.0,9.0,0.0,0.0,6.0,Matches,2020,Henri Lansbury2020,0,2,0,0.0,0.92,0.0,0.0,,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,10,2,195,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.03,0.09,0.05,0.09,ENG
1361,1361,1362,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26.0,1993.0,15.3,674.0,798.0,84.5,10954.0,3118.0,29.0,43.0,67.4,539.0,601.0,89.7,106.0,154.0,68.8,2,2.6,-0.6,31.0,66.0,15.0,3.0,89.0,Matches,2020,Manuel Lanzini2020,0,23,7,30.4,1.5,0.46,0.0,0.0,3.0,0,0,2.0,2.0,0.09,-2.0,-2.0,24,14,1379,0,2,0,0,1,0,0.0,0.13,0.13,0.0,0.13,2.6,0.13,0.17,0.3,0.13,0.3,ENG
1362,1362,1363,Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29.0,1990.0,19.8,259.0,333.0,77.8,3907.0,497.0,12.0,27.0,44.4,214.0,260.0,82.3,33.0,46.0,71.7,0,2.1,-2.1,23.0,11.0,6.0,0.0,16.0,Matches,2020,Gianluca Lapadula2020,11,60,21,35.0,3.03,1.06,0.15,0.43,0.0,2,2,10.6,9.1,0.15,0.4,-0.1,25,20,1784,11,0,2,2,8,1,0.55,0.0,0.55,0.45,0.45,2.1,0.53,0.11,0.64,0.46,0.56,IT
1363,1363,1364,Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25.0,1994.0,12.2,1041.0,1114.0,93.4,22473.0,6786.0,4.0,12.0,33.3,710.0,733.0,96.9,327.0,369.0,88.6,0,0.1,-0.1,1.0,109.0,1.0,0.0,81.0,Matches,2020,Aymeric Laporte2020,1,4,1,25.0,0.33,0.08,0.25,1.0,0.0,0,0,0.3,0.3,0.08,0.7,0.7,15,14,1097,1,0,0,0,1,0,0.08,0.0,0.08,0.08,0.08,0.1,0.03,0.01,0.03,0.03,0.03,ENG
1364,1364,1365,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35.0,1984.0,29.3,985.0,1246.0,79.1,23717.0,8824.0,10.0,23.0,43.5,570.0,642.0,88.8,405.0,581.0,69.7,0,0.2,-0.2,5.0,78.0,10.0,1.0,89.0,Matches,2020,Danilo Larangeira2020,2,8,2,25.0,0.27,0.07,0.25,1.0,0.0,0,0,0.7,0.7,0.08,1.3,1.3,30,30,2638,2,0,0,0,11,1,0.07,0.0,0.07,0.07,0.07,0.2,0.02,0.01,0.03,0.02,0.03,IT
1365,1365,1366,Larra,es ESP,FWMF,Athletic Club,es La Liga,21.0,1997.0,2.8,45.0,77.0,58.4,657.0,126.0,2.0,5.0,40.0,38.0,51.0,74.5,5.0,21.0,23.8,0,0.1,-0.1,1.0,1.0,1.0,1.0,2.0,Matches,2020,Larra2020,0,3,1,33.3,1.08,0.36,0.0,0.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,10,2,250,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,ES
1366,1366,1367,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22.0,1997.0,26.6,736.0,1028.0,71.6,22376.0,12494.0,5.0,5.0,100.0,329.0,333.0,98.8,402.0,690.0,58.3,0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,Matches,2020,Gautier Larsonneur2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,27,27,2397,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
1367,1367,1368,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26.0,1992.0,28.5,339.0,489.0,69.3,4889.0,722.0,12.0,45.0,26.7,298.0,389.0,76.6,29.0,55.0,52.7,1,2.4,-1.4,20.0,14.0,16.0,3.0,29.0,Matches,2020,Kevin Lasagna2020,10,83,34,41.0,2.91,1.19,0.12,0.29,1.0,0,0,9.6,9.6,0.12,0.4,0.4,36,28,2569,10,1,0,0,1,0,0.35,0.04,0.39,0.35,0.39,2.4,0.34,0.08,0.42,0.34,0.42,IT
1368,1368,1369,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25.0,1993.0,23.1,669.0,811.0,82.5,14591.0,3589.0,10.0,22.0,45.5,433.0,505.0,85.7,226.0,284.0,79.6,0,0.1,-0.1,2.0,25.0,2.0,0.0,20.0,Matches,2020,Jamaal Lascelles2020,1,9,2,22.2,0.39,0.09,0.11,0.5,0.0,0,0,0.3,0.3,0.03,0.7,0.7,24,24,2076,1,0,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.1,0.01,0.01,0.02,0.01,0.02,ENG
1369,1369,1370,Paul Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30.0,1989.0,13.6,540.0,655.0,82.4,8994.0,2286.0,17.0,35.0,48.6,437.0,496.0,88.1,86.0,124.0,69.4,1,1.5,-0.5,15.0,46.0,13.0,3.0,59.0,Matches,2020,Paul Lasne2020,2,15,5,33.3,1.1,0.37,0.13,0.4,0.0,0,0,1.1,1.1,0.07,0.9,0.9,19,14,1224,2,1,0,0,1,0,0.15,0.07,0.22,0.15,0.22,1.5,0.08,0.11,0.19,0.08,0.19,FR
1370,1370,1371,Toni Lato,es ESP,DFMF,Osasuna,es La Liga,21.0,1997.0,5.2,168.0,256.0,65.6,2874.0,1175.0,4.0,16.0,25.0,136.0,171.0,79.5,28.0,69.0,40.6,0,0.3,-0.3,4.0,10.0,3.0,2.0,26.0,Matches,2020,Toni Lato2020,1,4,2,50.0,0.77,0.38,0.25,0.5,0.0,0,0,0.3,0.3,0.08,0.7,0.7,8,6,470,1,0,0,0,3,0,0.19,0.0,0.19,0.19,0.19,0.3,0.06,0.05,0.11,0.06,0.11,ES
1371,1371,1372,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29.0,1989.0,15.3,494.0,613.0,80.6,9965.0,2561.0,7.0,22.0,31.8,357.0,410.0,87.1,130.0,181.0,71.8,2,1.4,0.6,20.0,42.0,12.0,1.0,69.0,Matches,2020,Danny Latza2020,0,15,3,20.0,0.98,0.2,0.0,0.0,0.0,0,0,1.0,1.0,0.06,-1.0,-1.0,23,15,1373,0,2,0,0,7,0,0.0,0.13,0.13,0.0,0.13,1.4,0.06,0.09,0.16,0.06,0.16,DE
1372,1372,1373,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30.0,1989.0,9.8,432.0,535.0,80.7,8258.0,3452.0,8.0,19.0,42.1,325.0,354.0,91.8,99.0,162.0,61.1,2,1.1,0.9,9.0,35.0,9.0,5.0,76.0,Matches,2020,Vincent Laurini2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,15,10,884,0,2,0,0,4,0,0.0,0.2,0.2,0.0,0.2,1.1,0.0,0.11,0.11,0.0,0.11,IT
1373,1373,1374,Wesley Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31.0,1987.0,20.8,867.0,989.0,87.7,19296.0,5657.0,9.0,27.0,33.3,566.0,620.0,91.3,292.0,342.0,85.4,1,0.3,0.7,7.0,62.0,5.0,0.0,61.0,Matches,2020,Wesley Lautoa2020,0,11,0,0.0,0.53,0.0,0.0,,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,23,21,1869,0,1,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.3,0.03,0.02,0.05,0.03,0.05,FR
1374,1374,1375,Diego Laxalt,uy URU,DFMF,Torino,it Serie A,26.0,1993.0,6.6,214.0,297.0,72.1,3424.0,1197.0,1.0,10.0,10.0,186.0,222.0,83.8,27.0,65.0,41.5,1,0.5,0.5,6.0,11.0,4.0,2.0,29.0,Matches,2020,Diego Laxalt2020,0,5,1,20.0,0.76,0.15,0.0,0.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,16,4,596,0,1,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.5,0.03,0.07,0.1,0.03,0.1,IT
1375,1375,1376,Diego Laxalt,uy URU,DF,Milan,it Serie A,26.0,1993.0,1.9,95.0,119.0,79.8,1799.0,627.0,1.0,3.0,33.3,71.0,79.0,89.9,23.0,37.0,62.2,0,0.1,-0.1,1.0,5.0,4.0,4.0,20.0,Matches,2020,Diego Laxalt2020,0,1,1,100.0,0.52,0.52,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,4,1,172,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.07,0.08,0.01,0.08,IT
1376,1376,1377,Valentino Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23.0,1996.0,5.3,158.0,194.0,81.4,2664.0,1051.0,5.0,7.0,71.4,127.0,138.0,92.0,26.0,49.0,53.1,0,0.2,-0.2,6.0,8.0,4.0,1.0,12.0,Matches,2020,Valentino Lazaro2020,1,4,1,25.0,0.75,0.19,0.25,1.0,0.0,0,0,0.4,0.4,0.11,0.6,0.6,13,4,480,1,0,0,0,0,1,0.19,0.0,0.19,0.19,0.19,0.2,0.08,0.04,0.12,0.08,0.12,ENG
1377,1377,1378,Valentino Lazaro,at AUT,DFMF,Inter,it Serie A,23.0,1996.0,3.6,152.0,200.0,76.0,2727.0,992.0,1.0,11.0,9.1,119.0,140.0,85.0,32.0,49.0,65.3,1,1.2,-0.2,9.0,6.0,9.0,5.0,23.0,Matches,2020,Valentino Lazaro2020,0,3,0,0.0,0.84,0.0,0.0,,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,6,3,323,0,1,0,0,2,0,0.0,0.28,0.28,0.0,0.28,1.2,0.03,0.35,0.38,0.03,0.38,IT
1378,1378,1379,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28.0,1990.0,36.0,1253.0,1673.0,74.9,20547.0,8574.0,23.0,91.0,25.3,1068.0,1266.0,84.4,162.0,316.0,51.3,7,8.1,-1.1,53.0,66.0,78.0,20.0,278.0,Matches,2020,Darko Lazović2020,3,36,17,47.2,1.0,0.47,0.08,0.18,1.0,0,0,2.4,2.3,0.06,0.6,0.7,38,37,3239,3,7,0,0,4,0,0.08,0.19,0.28,0.08,0.28,8.1,0.07,0.22,0.29,0.06,0.29,IT
1379,1379,1380,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25.0,1993.0,28.3,845.0,1067.0,79.2,13717.0,3044.0,19.0,57.0,33.3,712.0,821.0,86.7,114.0,189.0,60.3,3,3.5,-0.5,38.0,11.0,43.0,22.0,77.0,Matches,2020,Manuel Lazzari2020,0,16,9,56.3,0.57,0.32,0.0,0.0,1.0,0,0,1.4,1.4,0.09,-1.4,-1.4,32,29,2548,0,3,0,0,6,0,0.0,0.11,0.11,0.0,0.11,3.5,0.05,0.12,0.17,0.05,0.17,IT
1380,1380,1381,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29.0,1990.0,1.1,18.0,23.0,78.3,243.0,12.0,1.0,3.0,33.3,16.0,17.0,94.1,1.0,3.0,33.3,1,0.2,0.8,1.0,1.0,1.0,0.0,1.0,Matches,2020,Mickaël Le Bihan2020,0,2,0,0.0,1.8,0.0,0.0,,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,1,100,0,1,0,0,1,0,0.0,0.9,0.9,0.0,0.9,0.2,0.05,0.15,0.2,0.05,0.2,FR
1381,1381,1382,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22.0,1996.0,26.6,1516.0,1695.0,89.4,31910.0,8059.0,11.0,30.0,36.7,1074.0,1149.0,93.5,431.0,516.0,83.5,0,0.3,-0.3,5.0,69.0,3.0,0.0,89.0,Matches,2020,Robin Le Normand2020,1,12,2,16.7,0.45,0.08,0.08,0.5,0.0,0,0,0.9,0.9,0.08,0.1,0.1,31,25,2394,1,0,0,0,6,0,0.04,0.0,0.04,0.04,0.04,0.3,0.03,0.01,0.05,0.03,0.05,ES
1382,1382,1383,Damien Le Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29.0,1990.0,27.3,797.0,989.0,80.6,15954.0,5188.0,16.0,26.0,61.5,574.0,673.0,85.3,207.0,290.0,71.4,0,0.7,-0.7,11.0,85.0,7.0,2.0,91.0,Matches,2020,Damien Le Tallec2020,2,16,7,43.8,0.59,0.26,0.13,0.29,0.0,0,0,1.0,1.0,0.06,1.0,1.0,28,28,2458,2,0,0,0,3,0,0.07,0.0,0.07,0.07,0.07,0.7,0.04,0.03,0.06,0.04,0.06,FR
1383,1383,1384,James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23.0,1996.0,12.0,324.0,430.0,75.3,6000.0,1285.0,9.0,18.0,50.0,248.0,293.0,84.6,67.0,119.0,56.3,0,0.8,-0.8,8.0,27.0,5.0,2.0,32.0,Matches,2020,James Lea Siliki2020,0,15,3,20.0,1.25,0.25,0.0,0.0,1.0,0,0,0.9,0.9,0.06,-0.9,-0.9,20,12,1079,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.08,0.07,0.15,0.08,0.15,FR
1384,1384,1385,Rafael Leão,pt POR,FW,Milan,it Serie A,20.0,1999.0,15.6,362.0,476.0,76.1,5996.0,1225.0,18.0,42.0,42.9,297.0,367.0,80.9,47.0,67.0,70.1,1,3.0,-2.0,30.0,11.0,24.0,9.0,43.0,Matches,2020,Rafael Leão2020,6,45,15,33.3,2.88,0.96,0.13,0.4,0.0,0,0,4.9,4.9,0.11,1.1,1.1,31,12,1404,6,1,0,0,0,0,0.38,0.06,0.45,0.38,0.45,3.0,0.32,0.19,0.51,0.32,0.51,IT
1385,1385,1386,Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,1999.0,0.1,3.0,6.0,50.0,39.0,5.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Adrien Lebeau2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,0,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
